,Latitude_3,Longitude_3,Voltage_of_line_in_which__fire_,Location_multiplier,Danger_multiplier,Product_of_multipliers,COVER,HEIGHT,FOREST,Elevation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire,day,month,year
432,-38.15155389,146.7882064,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,16.2786026,22,14.8,8,1,19,07,2018
433,-38.15077261,146.7823565,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,17.67699814,36.4,20.8,19.5,1,6,11,2016
434,-38.12253802,147.081174,66kV AC,4.6,0.2,0.92,6,6,0,7.049892902,4.4,24.6,24.7,1,16,12,2019
435,-38.10951509,147.0661527,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,13.16389847,75.8,24.4,17.9,1,22,02,2020
436,-38.180781,147.090092,22kV AC,4.6,0.1,0.46,6,6,0,70.99235535,0,14.8,10.1,1,3,08,2017
437,-38.13425569,147.0954394,66kV AC,4.6,0.5,2.3,1,2,1,3.799308062,119.2,25,22.4,1,18,12,2017
438,-38.123077,147.080431,66kV AC,4.6,0.5,2.3,6,6,0,6.374817848,33.2,26.5,23.4,1,12,01,2017
439,-38.19031765,147.2718572,Low voltage AC (<1kV),4.6,0.1,0.46,6,6,0,10.00785732,69.4,15.9,10.1,1,22,08,2016
440,-37.947753,141.368619,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,61.43246841,78.2,22.9,14.4,1,10,03,2020
441,-37.923903,141.275299,22kV AC,1.0,0.5,0.5,6,6,0,32.60289001,78.2,22.9,14.4,1,20,03,2020
442,-37.923163,141.2754,22kV AC,1.0,0.1,0.1,6,6,0,35.89730835,68.6,14.6,7.2,1,2,07,2016
444,-37.932188,142.4948,22kV AC,4.6,0.5,2.3,6,6,0,170.0939941,47,25.9,20.5,1,16,02,2017
445,-38.009425,142.813616,22kV AC,4.6,0.5,2.3,6,6,0,143.9759979,78.2,22.9,14.4,1,16,03,2020
446,-38.07638,142.87063,12.7kV AC (SWER),4.6,0.1,0.46,6,6,0,140.2566986,70.2,19.3,17.5,1,25,10,2016
447,-38.014901,143.25154,22kV AC,4.6,1.0,4.6,6,6,0,157.2089996,29.2,26.9,16.8,1,15,03,2017
448,-38.01327,143.481988,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,141.8872223,145.6,19.3,9.8,1,14,04,2020
449,-37.983446,143.490822,22kV AC,4.6,0.1,0.46,6,6,0,163.6835327,30.8,14.9,7.6,1,17,06,2020
450,-38.011526,143.972782,22kV AC,4.6,0.5,2.3,6,6,0,103.3858643,4.4,24.6,24.7,1,23,12,2019
451,-37.967441,144.1308,22kV AC,4.6,0.1,0.46,6,6,0,164.788559,104.6,16.7,12.6,1,8,09,2016
452,-37.953527,144.09349,22kV AC,4.6,0.2,0.92,6,6,0,201.1235199,33.2,26.5,23.4,1,15,01,2017
453,-37.940925,144.09581,22kV AC,4.6,0.5,2.3,6,6,0,217.7178345,33.2,26.5,23.4,1,25,01,2017
454,-38.0765,144.369227,22kV AC,1.0,0.1,0.1,6,6,0,8.219356537,52.8,15,7.7,1,10,07,2019
455,-38.037505,144.356199,22kV AC,1.0,1.0,1.0,6,6,0,23.92608261,27.7,21.3,18.8,1,31,10,2019
456,-38.038311,144.419604,22kV AC,1.0,0.5,0.5,6,6,0,14.0297184,129.4,26.9,21.8,1,11,01,2020
457,-37.967869,144.300831,22kV AC,4.6,0.2,0.92,6,6,0,93.57465363,78.2,22.9,14.4,1,8,03,2020
458,-38.074,144.3587,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,13.20254421,82.8,16.4,8.3,1,17,05,2020
459,-37.955752,144.303094,22kV AC,4.6,0.1,0.46,6,6,0,103.854538,30.8,14.9,7.6,1,28,06,2020
462,-38.0765,144.36923,22kV AC,1.0,0.1,0.1,6,6,0,8.219356537,70.2,19.3,17.5,1,6,10,2016
463,-38.027079,144.42287,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,14.95072556,33.2,26.5,23.4,1,7,01,2017
464,-38.074242,144.39519,22kV AC,1.0,0.5,0.5,6,6,0,2.723858118,33.2,26.5,23.4,1,16,01,2017
465,-37.926295,144.647141,22kV AC,0.2,0.5,0.1,6,6,0,15.06570435,60.8,21.8,20.4,1,1,11,2019
466,-37.938073,144.592148,22kV AC,1.0,0.5,0.5,6,6,0,27.23348999,78.2,22.9,14.4,1,18,03,2020
469,-37.96884399,144.6851144,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,6.016610146,52.8,15,7.7,1,31,07,2019
470,-37.933065,144.691316,22kV AC,0.2,0.2,0.04,6,6,0,14.5196743,75.8,24.4,17.9,1,12,02,2020
471,-37.95852825,144.6863629,22kV AC,0.2,0.1,0.02,6,6,0,9.0,69.4,15.9,10.1,1,21,08,2016
472,-38.04274597,145.1114055,22kV AC,0.2,0.2,0.04,6,6,0,6.317455292,27.7,21.3,18.8,1,6,10,2019
473,-37.97619783,145.0215062,11kV AC,0.2,0.5,0.1,6,6,0,19.85531998,27.7,21.3,18.8,1,30,10,2019
474,-37.9274655,145.0676961,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,45.04576874,60.8,21.8,20.4,1,18,11,2019
475,-37.9202242,145.0853951,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,56.99985886,60.8,21.8,20.4,1,21,11,2019
476,-37.92864104,144.9994847,11kV AC,0.2,0.2,0.04,6,6,0,12.73962879,60.8,21.8,20.4,1,26,11,2019
477,-37.91025972,144.9862676,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,4.421747684,60.8,21.8,20.4,1,27,11,2019
478,-37.99998235,145.1071899,22kV AC,0.2,0.2,0.04,6,6,0,4.269738197,60.8,21.8,20.4,1,30,11,2019
479,-38.01642281,145.1187609,66kV AC,0.2,0.2,0.04,6,6,0,3.897730589,4.4,24.6,24.7,1,8,12,2019
480,-37.93007016,145.1018329,66kV AC,0.2,0.2,0.04,6,6,0,57.18376541,4.4,24.6,24.7,1,10,12,2019
481,-37.95402708,145.0764659,22kV AC,0.2,0.2,0.04,6,6,0,34.68374634,4.4,24.6,24.7,1,10,12,2019
482,-37.95633934,145.007653,11kV AC,0.2,0.2,0.04,6,6,0,17.99882698,4.4,24.6,24.7,1,10,12,2019
483,-37.95881042,145.1225924,22kV AC,0.2,0.5,0.1,6,6,0,29.49284363,4.4,24.6,24.7,1,24,12,2019
484,-37.90942634,145.0198859,66kV AC,0.2,0.5,0.1,6,6,0,14.71862602,4.4,24.6,24.7,1,31,12,2019
485,-37.9193024,145.0216183,22kV AC,0.2,1.0,0.2,6,6,0,27.76314735,129.4,26.9,21.8,1,3,01,2020
486,-37.98827814,145.1004742,22kV AC,0.2,0.2,0.04,6,6,0,7.867175102,129.4,26.9,21.8,1,5,01,2020
487,-37.93899488,145.0665305,22kV AC,0.2,0.2,0.04,6,6,0,37.45973587,129.4,26.9,21.8,1,5,01,2020
488,-37.94730988,145.0744117,22kV AC,0.2,0.5,0.1,6,6,0,36.08053589,129.4,26.9,21.8,1,9,01,2020
489,-38.00172203,145.110416,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,3.224667788,129.4,26.9,21.8,1,20,01,2020
490,-37.94126082,145.1023522,22kV AC,0.2,0.2,0.04,6,6,0,36.07950211,129.4,26.9,21.8,1,27,01,2020
491,-37.93987626,145.0400323,11kV AC,0.2,0.5,0.1,6,6,0,33.14260101,75.8,24.4,17.9,1,27,02,2020
492,-37.98311434,145.0799599,11kV AC,0.2,0.2,0.04,6,6,0,19.00090981,78.2,22.9,14.4,1,4,03,2020
493,-38.00879036,145.0982875,22kV AC,0.2,0.2,0.04,6,6,0,2.002857447,78.2,22.9,14.4,1,20,03,2020
494,-37.99842818,145.0741505,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,7.005499363,145.6,19.3,9.8,1,4,04,2020
495,-38.00024421,145.076245,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,6.000082016,30.8,14.9,7.6,1,11,06,2020
496,-37.95926493,145.0600814,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,34.99885941,30.8,14.9,7.6,1,11,06,2020
497,-37.9466977,145.0063314,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,19.47115326,49.4,15.1,10.1,1,24,08,2018
498,-38.06141522,145.1179087,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,4.983896732,49.4,15.1,10.1,1,26,08,2018
499,-37.96260395,145.0601739,22kV AC,0.2,0.1,0.02,6,6,0,40.99967957,19,17.2,14.6,1,15,09,2018
500,-37.97561098,145.0166246,11kV AC,0.2,0.2,0.04,6,6,0,11.4314909,69.6,22,19.8,1,6,11,2018
501,-37.98778167,145.1007273,22kV AC,0.2,0.2,0.04,6,6,0,7.88939333,69.6,22,19.8,1,29,11,2018
502,-37.91555691,145.0603643,11kV AC,0.2,0.2,0.04,6,6,0,48.54931641,117.3,25.7,22.1,1,15,12,2018
503,-37.91624416,145.0047745,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,18.45561981,117.3,25.7,22.1,1,17,12,2018
504,-37.91343211,145.1167039,66kV AC,0.2,1.0,0.2,6,6,0,73.40632629,12.6,28.4,25.6,1,30,01,2019
505,-37.99664092,145.0737334,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,8.0,20.3,26,21.4,1,7,02,2019
506,-37.93635994,145.0997088,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,40.00000381,20.3,26,21.4,1,28,02,2019
507,-37.98308486,145.0712594,11kV AC,0.2,1.0,0.2,6,6,0,18.9538765,14.6,24.8,15.9,1,2,03,2019
508,-37.92671786,144.9942521,11kV AC,0.2,0.5,0.1,6,6,0,13.89917564,14.6,24.8,15.9,1,10,03,2019
509,-37.9884727,145.1024955,22kV AC,0.2,0.5,0.1,6,6,0,7.929491997,14.6,24.8,15.9,1,12,03,2019
510,-37.91924233,144.9905461,11kV AC,0.2,0.5,0.1,6,6,0,9.999520302,14.6,24.8,15.9,1,30,03,2019
511,-37.91105326,145.0377996,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,27.53738022,11.6,22,11.1,1,6,04,2019
512,-37.93945435,145.1312647,22kV AC,0.2,0.1,0.02,6,6,0,51.0010376,57.5,15.5,7.2,1,6,06,2019
513,-37.92571819,145.0351834,22kV AC,0.2,0.1,0.02,6,6,0,29.10616684,57.5,15.5,7.2,1,22,06,2019
514,-37.92426833,145.0439398,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,34.95580292,0,14.8,10.1,1,11,08,2017
515,-38.06283825,145.1178504,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,3.917474508,0,14.8,10.1,1,19,08,2017
516,-37.9770973,145.0666258,11kV AC,0.2,0.1,0.02,6,6,0,21.08421707,43.4,20.7,18.3,1,19,10,2017
517,-37.93683588,145.0026943,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,13.02484417,119.2,25,22.4,1,6,12,2017
518,-38.03121087,145.1042626,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,6.2637887,119.2,25,22.4,1,13,12,2017
519,-37.90994689,145.1021347,11kV AC,0.2,0.2,0.04,6,6,0,65.64382172,119.2,25,22.4,1,14,12,2017
520,-38.03641615,145.1061832,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,4.000003338,73.6,27.2,23.9,1,7,01,2018
521,-37.9102168,145.0919247,11kV AC,0.2,1.0,0.2,6,6,0,58.97652817,73.6,27.2,23.9,1,18,01,2018
522,-38.09036495,145.1253596,22kV AC,0.2,0.2,0.04,6,6,0,6.965419292,1.2,27,20.8,1,16,02,2018
523,-37.9846012,145.0319959,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,12.70563984,1.2,27,20.8,1,19,02,2018
524,-37.92730878,145.0008686,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,15.61113739,1.2,27,20.8,1,27,02,2018
525,-38.06805052,145.1231574,22kV AC,0.2,0.2,0.04,6,6,0,2.911064148,24.6,24.9,16.6,1,1,03,2018
526,-38.00183755,145.0875011,22kV AC,0.2,0.2,0.04,6,6,0,5.820933342,24.6,24.9,16.6,1,1,03,2018
527,-37.94228341,145.10217,22kV AC,0.2,0.2,0.04,6,6,0,34.99905777,24.6,24.9,16.6,1,1,03,2018
528,-37.95074466,145.0870927,22kV AC,0.2,0.2,0.04,6,6,0,38.90325928,24.6,24.9,16.6,1,1,03,2018
529,-37.94414849,145.077719,22kV AC,0.2,2.0,0.4,6,6,0,43.6310463,24.6,24.9,16.6,1,18,03,2018
530,-37.9924082,145.0723565,11kV AC,0.2,2.0,0.4,6,6,0,16.48497963,24.6,24.9,16.6,1,18,03,2018
531,-38.07504242,145.1227793,22kV AC,0.2,0.5,0.1,6,6,0,6.947792053,24.6,24.9,16.6,1,20,03,2018
532,-38.04317758,145.1257557,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,1.995117784,24.6,24.9,16.6,1,24,03,2018
533,-37.98258323,145.0244447,11kV AC,0.2,1.0,0.2,6,6,0,12.27201939,19,21.8,10.9,1,14,04,2018
534,-37.97207246,145.0625481,11kV AC,0.2,1.0,0.2,6,6,0,25.8112793,19,21.8,10.9,1,14,04,2018
535,-37.94025762,145.0287258,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,27.0,72.2,17.6,7.3,1,8,05,2018
536,-37.94411625,145.0679575,22kV AC,0.2,0.1,0.02,6,6,0,37.98323059,72.2,17.6,7.3,1,14,05,2018
537,-37.94195095,145.1022309,22kV AC,0.2,0.1,0.02,6,6,0,35.03381348,72.2,17.6,7.3,1,17,05,2018
538,-38.0123838,145.0907076,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,2.999984026,72.2,17.6,7.3,1,29,05,2018
539,-37.95282184,145.0119522,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,26.03133965,68.6,14.6,7.2,1,11,07,2016
540,-37.97770743,145.0169621,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,11.23383045,69.4,15.9,10.1,1,11,08,2016
541,-37.94860915,145.0422353,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,37.54616547,70.2,19.3,17.5,1,2,10,2016
542,-37.92172871,145.0054416,11kV AC,0.2,0.1,0.02,6,6,0,22.00021935,70.2,19.3,17.5,1,22,10,2016
543,-37.95447666,145.0230016,11kV AC,0.2,0.1,0.02,6,6,0,30.03386879,70.2,19.3,17.5,1,22,10,2016
544,-37.9347102,145.0496035,66kV AC,0.2,0.2,0.04,6,6,0,35.10765457,36.4,20.8,19.5,1,6,11,2016
545,-38.02423551,145.1001563,22kV AC,0.2,0.5,0.1,6,6,0,6.506776333,47.7,25.5,24,1,8,12,2016
546,-37.98743722,145.0704319,11kV AC,0.2,0.2,0.04,6,6,0,20.00000191,47.7,25.5,24,1,18,12,2016
547,-37.91680997,144.9892546,11kV AC,0.2,0.5,0.1,6,6,0,8.997219086,47.7,25.5,24,1,20,12,2016
548,-37.9665945,145.0808443,22kV AC,0.2,1.0,0.2,6,6,0,23.28595734,47.7,25.5,24,1,28,12,2016
549,-37.94203776,145.121892,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,44.80553436,33.2,26.5,23.4,1,19,01,2017
550,-37.9476569,145.0742741,22kV AC,0.2,0.5,0.1,6,6,0,36.11898804,33.2,26.5,23.4,1,20,01,2017
551,-38.04387004,145.1339336,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,3.639929295,33.2,26.5,23.4,1,23,01,2017
552,-37.94488606,145.0715606,22kV AC,0.2,0.5,0.1,6,6,0,36.96829987,33.2,26.5,23.4,1,24,01,2017
553,-37.94422734,145.0581277,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,37.53484344,33.2,26.5,23.4,1,31,01,2017
554,-37.92658205,145.1025914,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,58.01292038,47,25.9,20.5,1,8,02,2017
555,-37.95320417,145.0755737,22kV AC,0.2,0.2,0.04,6,6,0,35.01163483,47,25.9,20.5,1,13,02,2017
556,-38.05249562,145.1164422,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,6.0,29.2,26.9,16.8,1,9,03,2017
557,-37.97995769,145.1199447,22kV AC,0.2,0.5,0.1,6,6,0,13.94281864,29.2,26.9,16.8,1,12,03,2017
558,-37.9716333,145.0150249,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,14.88041592,29.2,26.9,16.8,1,22,03,2017
559,-37.97825394,145.039512,11kV AC,0.2,0.5,0.1,6,6,0,26.98431778,29.2,26.9,16.8,1,29,03,2017
560,-37.94551873,145.0224341,11kV AC,0.2,0.2,0.04,6,6,0,30.28095055,142.7,20.8,10.8,1,11,04,2017
561,-38.01596013,145.0936824,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,6.299309731,142.7,20.8,10.8,1,25,04,2017
562,-37.94597891,145.0674997,22kV AC,0.2,0.1,0.02,6,6,0,37.86582184,29.6,17.2,8.3,1,28,05,2017
563,-37.97320589,145.0142518,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,11.74847221,21.4,14.9,7.2,1,25,06,2017
564,-38.00893291,145.2067651,22kV AC,0.2,0.1,0.02,6,6,0,16.03331375,52.8,15,7.7,1,11,07,2019
565,-37.91764307,145.1493286,66kV AC,0.2,0.2,0.04,6,6,0,64.06006622,60.8,21.8,20.4,1,26,11,2019
566,-37.92551324,145.1561655,22kV AC,0.2,0.2,0.04,6,6,0,64.94589233,4.4,24.6,24.7,1,14,12,2019
567,-38.00998649,145.2127511,22kV AC,0.2,0.2,0.04,6,6,0,16.67897987,129.4,26.9,21.8,1,5,01,2020
568,-37.9275637,145.1491462,22kV AC,0.2,1.0,0.2,6,6,0,56.0,129.4,26.9,21.8,1,10,01,2020
569,-37.95812353,145.20697,22kV AC,0.2,0.5,0.1,6,6,0,56.04541779,129.4,26.9,21.8,1,17,01,2020
570,-38.02759179,145.2235496,22kV AC,0.2,0.2,0.04,6,6,0,10.51997375,129.4,26.9,21.8,1,20,01,2020
571,-37.92737908,145.2507292,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,62.6947937,75.8,24.4,17.9,1,14,02,2020
572,-38.01753986,145.2214236,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,14.0,75.8,24.4,17.9,1,18,02,2020
573,-38.01425826,145.2629011,22kV AC,0.2,0.5,0.1,6,6,0,26.16330338,75.8,24.4,17.9,1,18,02,2020
574,-37.99386348,145.2350193,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,36.15388107,78.2,22.9,14.4,1,2,03,2020
575,-37.97476128,145.2487869,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,53.45034409,78.2,22.9,14.4,1,17,03,2020
576,-38.03816415,145.2548203,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,29.9960022,52.8,15,7.7,1,3,07,2019
577,-38.04407967,145.3304089,22kV AC,0.2,0.1,0.02,6,6,0,25.99472809,52.8,15,7.7,1,10,07,2019
578,-37.99811618,145.2278885,66kV AC,0.2,0.2,0.04,6,6,0,23.02912712,4.4,24.6,24.7,1,16,12,2019
579,-38.06718035,145.1584551,22kV AC,1.0,0.1,0.1,6,6,0,3.120412588,22,14.8,8,1,23,07,2018
580,-37.98205716,145.2151471,22kV AC,0.2,0.1,0.02,6,6,0,33.69615936,49.4,15.1,10.1,1,17,08,2018
581,-37.92856573,145.1489798,22kV AC,0.2,0.2,0.04,6,6,0,56.0,24.9,21.4,19.2,1,31,10,2018
582,-37.9816309,145.2024012,22kV AC,0.2,0.2,0.04,6,6,0,28.49379921,69.6,22,19.8,1,5,11,2018
583,-37.99875121,145.2561301,22kV AC,0.2,0.5,0.1,6,6,0,59.51913071,12.6,28.4,25.6,1,27,01,2019
584,-38.08239251,145.1860012,22kV AC,1.0,1.0,1.0,6,6,0,8.0,12.6,28.4,25.6,1,28,01,2019
585,-37.93400132,145.2173445,22kV AC,0.2,1.0,0.2,6,6,0,37.08640289,12.6,28.4,25.6,1,30,01,2019
586,-38.04604565,145.2265539,22kV AC,1.0,1.0,1.0,6,6,0,11.03895569,12.6,28.4,25.6,1,30,01,2019
587,-37.98418183,145.2446281,22kV AC,0.2,0.5,0.1,6,6,0,42.67654419,20.3,26,21.4,1,6,02,2019
588,-37.94999076,145.1750059,22kV AC,0.2,0.2,0.04,6,6,0,56.8152771,20.3,26,21.4,1,7,02,2019
589,-38.03306551,145.2018034,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,7.623425961,20.3,26,21.4,1,11,02,2019
590,-37.91405263,145.1846426,22kV AC,0.2,0.5,0.1,6,6,0,103.8993607,20.3,26,21.4,1,18,02,2019
591,-38.06026092,145.1828472,22kV AC,0.2,1.0,0.2,6,6,0,4.000329018,14.6,24.8,15.9,1,25,03,2019
592,-37.9368342,145.1427952,22kV AC,0.2,0.5,0.1,6,6,0,50.73821259,11.6,22,11.1,1,3,04,2019
593,-38.00277832,145.2267701,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,22.78421211,11.6,22,11.1,1,24,04,2019
594,-38.01692171,145.3182387,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,38.48865891,117.3,25.7,22.1,1,1,12,2018
595,-37.98274927,145.3191593,22kV AC,1.0,0.2,0.2,6,6,0,64.26229095,20.3,26,21.4,1,7,02,2019
596,-37.91174709,145.2461598,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,72.94056702,63.5,17.8,7.6,1,31,05,2019
597,-38.02374192,145.1924694,22kV AC,0.2,0.1,0.02,6,6,0,8.0,0,14.8,10.1,1,24,08,2017
598,-38.03786913,145.1990436,22kV AC,0.2,0.1,0.02,6,6,0,7.052546978,43.4,20.7,18.3,1,19,10,2017
599,-37.95917866,145.1785698,22kV AC,0.2,0.2,0.04,6,6,0,43.99991608,119.2,25,22.4,1,20,12,2017
600,-38.01077,145.221436,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,17.11881638,119.2,25,22.4,1,29,12,2017
601,-37.96547341,145.1736935,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,34.2997818,73.6,27.2,23.9,1,4,01,2018
602,-37.95283027,145.1536208,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,48.90324402,73.6,27.2,23.9,1,5,01,2018
603,-37.96948511,145.1862508,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,45.51345444,73.6,27.2,23.9,1,18,01,2018
604,-38.00951419,145.216069,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,19.03012276,73.6,27.2,23.9,1,22,01,2018
605,-37.90933867,145.1957907,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,85.06852722,73.6,27.2,23.9,1,22,01,2018
606,-37.99451511,145.2079681,22kV AC,0.2,0.5,0.1,6,6,0,18.83451653,73.6,27.2,23.9,1,25,01,2018
607,-37.94049029,145.1877038,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,72.33816528,73.6,27.2,23.9,1,26,01,2018
608,-37.96549,145.173431,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,34.87546539,1.2,27,20.8,1,16,02,2018
609,-38.02272135,145.2046588,22kV AC,0.2,2.0,0.4,6,6,0,11.887146,24.6,24.9,16.6,1,18,03,2018
610,-37.9845417,145.1410649,22kV AC,0.2,0.5,0.1,6,6,0,24.98147774,24.6,24.9,16.6,1,24,03,2018
611,-37.96495762,145.173547,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,34.65118408,72.2,17.6,7.3,1,26,05,2018
612,-38.07751275,145.2857168,22kV AC,0.2,0.1,0.02,6,6,0,41.91390228,43.4,20.7,18.3,1,8,10,2017
613,-38.037919,145.248643,22kV AC,0.2,0.1,0.02,6,6,0,21.31107903,43.4,20.7,18.3,1,19,10,2017
614,-38.01837556,145.2997741,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,18.51063919,119.2,25,22.4,1,13,12,2017
615,-37.91535802,145.299506,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,115.7529602,24.6,24.9,16.6,1,24,03,2018
616,-37.94755607,145.1561781,22kV AC,0.2,0.1,0.02,6,6,0,50.00043869,68.6,14.6,7.2,1,9,07,2016
617,-38.01750266,145.2149789,22kV AC,0.2,0.1,0.02,6,6,0,14.51467419,68.6,14.6,7.2,1,27,07,2016
618,-37.90945887,145.2344655,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,54.21695328,70.2,19.3,17.5,1,11,10,2016
619,-38.05008679,145.2167794,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,9.643716812,70.2,19.3,17.5,1,28,10,2016
620,-37.97091778,145.1754971,22kV AC,0.2,0.5,0.1,6,6,0,37.11151123,36.4,20.8,19.5,1,17,11,2016
621,-37.95809904,145.14448,22kV AC,0.2,0.2,0.04,6,6,0,40.99920654,47.7,25.5,24,1,9,12,2016
622,-37.98794907,145.1990572,22kV AC,0.2,0.5,0.1,6,6,0,20.1759491,47.7,25.5,24,1,20,12,2016
623,-37.91681728,145.1712457,22kV AC,0.2,0.5,0.1,6,6,0,83.20326996,47,25.9,20.5,1,1,02,2017
624,-37.97790269,145.1659766,22kV AC,0.2,0.5,0.1,6,6,0,21.99202156,47,25.9,20.5,1,8,02,2017
625,-37.92599678,145.2150622,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,48.48215103,47,25.9,20.5,1,25,02,2017
626,-37.93875098,145.1627793,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,63.67832184,29.2,26.9,16.8,1,20,03,2017
627,-38.01246843,145.1572229,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,7.0,21.4,14.9,7.2,1,13,06,2017
628,-38.07890214,145.283756,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,39.99978638,69.4,15.9,10.1,1,7,08,2016
629,-38.07954102,145.274349,22kV AC,0.2,0.1,0.02,6,6,0,35.29196167,69.4,15.9,10.1,1,17,08,2016
630,-38.02988037,145.3151008,22kV AC,0.2,0.1,0.02,6,6,0,27.93048668,70.2,19.3,17.5,1,16,10,2016
631,-38.06113746,145.3218219,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,21.8192997,36.4,20.8,19.5,1,2,11,2016
632,-37.9872815,145.314676,Low voltage AC (<1kV),1.0,0.2,0.2,6,6,0,50.06414413,47.7,25.5,24,1,2,12,2016
633,-38.03100927,145.3420036,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,48.96403122,29.6,17.2,8.3,1,9,05,2017
634,-37.915887,145.442254,22kV AC,4.6,0.5,2.3,6,6,0,232.3330536,14.6,24.8,15.9,1,11,03,2019
635,-37.97065099,145.387191,Low voltage AC (<1kV),4.6,0.2,0.92,1,2,1,92.09254456,24.6,24.9,16.6,1,2,03,2018
636,-37.94865799,145.481605,22kV AC,4.6,0.1,0.46,2,2,1,325.0744934,52.8,15,7.7,1,9,07,2019
637,-37.93154598,145.557095,Low voltage AC (<1kV),1.0,0.1,0.1,2,2,1,270.4880676,64.3,14.5,10,1,13,08,2019
638,-38.03189901,145.493175,22kV AC,1.0,0.5,0.5,2,2,1,127.0588531,27.7,21.3,18.8,1,25,10,2019
639,-37.92217401,145.475614,22kV AC,0.2,0.2,0.04,6,6,0,278.5588074,4.4,24.6,24.7,1,1,12,2019
640,-38.08457498,145.493966,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,22.0,4.4,24.6,24.7,1,16,12,2019
641,-37.92468302,145.511703,Low voltage AC (<1kV),4.6,0.5,2.3,2,2,1,257.9972229,129.4,26.9,21.8,1,15,01,2020
